repo,owner,owner_type,hit_patterns,stars,forks,watchers,commits,contributors,top_contributors,release_downloads,pypi_package,pypi_downloads_month,open_issues,pull_requests,disk_kb,language,license,created,pushed,is_archived,is_fork,is_mirror,homepage,topics,description,status,fetched_at,uses_sdv,integration,evidence,sdv_component,use_case,industry,kind,summary,authors,confidence,needs
Douglasmyu/HandyVision,Douglasmyu,User,req,0,0,0,6,1,Douglasmyu,0,,,0,0,2220,Python,,2025-06-25,2025-06-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Duvancamil0/BNs-and-DGMs,Duvancamil0,User,ct|ev|md|st,0,0,1,11,1,Duvancamil0,0,,,0,0,8438,HTML,,2023-10-12,2023-10-12,False,False,False,,,Data and code supporting the paper Improving Bayesian Network Learning for Project Risk Management Using Deep Generative Models on Small Datasets,ok,2026-08-14,,,,,,,,,,,
Duvancamil0/Thesis,Duvancamil0,User,ct|ev|md|rdt|st,0,0,1,16,1,Duvancamil0,0,,,0,0,14282,HTML,,2024-02-27,2024-02-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ECaricato/data-synthesizer,ECaricato,User,ev|md,0,0,1,4,1,ECaricato,0,,,0,0,8023,Jupyter Notebook,,2023-10-06,2023-10-06,False,False,False,,,Synthesize a given dataset using this project.,ok,2026-08-14,,,,,,,,,,,
Ealow1971/synthetic-data-generator,Ealow1971,User,req,0,0,0,6,1,Ealow1971,0,,,0,0,3,Python,,2026-04-09,2026-04-09,False,False,False,,ai|deep-learning|machine-learning|mlops|senior-engineer,Library for generating high-fidelity synthetic datasets for training AI models.,ok,2026-08-14,,,,,,,,,,,
Ebiquity/policy_enforced_data_generation,Ebiquity,Organization,ct,0,0,8,13,2,AnantaaKotal|Anantaa Kotal,0,,,0,0,5311,Python,,2023-08-31,2023-08-31,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ebiquity/privacy-attacks,Ebiquity,Organization,ct,0,0,9,18,2,Brandon-8|AnantaaKotal,0,,,0,0,9831,Python,,2023-10-11,2023-12-14,False,False,False,,,A collection of attacks against privacy models,ok,2026-08-14,,,,,,,,,,,
Ebiquity/system_data_generator,Ebiquity,Organization,ct,0,0,8,5,2,Anantaa Kotal|AnantaaKotal,0,,,0,0,24714,Python,,2023-02-20,2023-03-02,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ede-Rojin-Delibas/Final-Project,Ede-Rojin-Delibas,User,ct|gc|md|req|sm|st,0,0,1,13,1,Ede-Rojin-Delibas,0,,,0,0,10426,Python,,2025-04-19,2025-06-27,False,False,False,,,Synthetic Data Generation,ok,2026-08-14,,,,,,,,,,,
EkMi00/Practice-Git,EkMi00,User,gc|st,0,0,0,18,2,EkMi00|ChinSekYi,0,,,0,0,3745,Jupyter Notebook,,2024-09-01,2024-10-14,False,False,False,,,A dummy repo to practice git. Feel free to do anything with it :) (This for sub-grp A),ok,2026-08-14,,,,,,,,,,,
ElianDochev/Basic-MCP-synth-data,ElianDochev,User,ev|hma|md|mt,0,0,0,6,1,ElianDochev,0,sdv-mcp,,0,0,39,Python,MIT,2026-01-27,2026-01-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ElianMalessy/calit2,ElianMalessy,User,md|par|sq,0,0,1,3,1,Elian Hijmans Malessy,0,,,0,0,306,Python,,2025-01-22,2025-01-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Emil1Falk/Bachelors-Thesis,Emil1Falk,User,ct|gc|md|st,0,0,1,8,1,Emil1Falk,0,,,0,0,4044,Jupyter Notebook,CC0-1.0,2025-04-29,2025-06-02,False,False,False,,,Code used in my Bachelors Thesis,ok,2026-08-14,,,,,,,,,,,
EnterpriseDB/pgai-blueprints,EnterpriseDB,Organization,gc|md|st,0,0,0,11,1,gcedb,0,,,0,5,743,Python,NOASSERTION,2026-05-18,2026-07-29,False,False,False,,,EDB Postgres® AI Blueprints,ok,2026-08-14,,,,,,,,,,,
EnthusiasticTeslim/ImputeNet,EnthusiasticTeslim,User,req,0,1,1,11,1,EnthusiasticTeslim,0,,,0,0,21369,Jupyter Notebook,MIT,2024-02-22,2024-05-13,False,False,False,https://doi.org/10.1021/acs.iecr.4c01171 ,,"Source code for paper ""Empowering Capacitive Devices: Harnessing Transfer Learning for Enhanced Data-Driven Optimization""",ok,2026-08-14,,,,,,,,,,,
Epiphanyyc/Trans-CTGAN,Epiphanyyc,User,ct|rdt,0,0,0,45,1,Epiphanyyc,0,,,0,0,219508,HTML,,2025-06-05,2025-06-07,False,False,False,,,This repository is supplementary material for ADMA2025,ok,2026-08-14,,,,,,,,,,,
Esparrago23/sums-data-mining,Esparrago23,User,req,0,0,0,33,5,Esparrago23|AlejandroZBarajas|RodrigoVazRys|MoisesFrancoG|Moises Franco Gutiérrez,0,,,0,10,195301,Jupyter Notebook,,2026-06-26,2026-07-23,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ethan-The-Absent/OnlineStore,Ethan-The-Absent,User,gc|md|req|st,0,1,0,49,5,TCKnickerbocker|Alice Smith|Ethan-The-Absent|Alice Smith|vohno013,0,,,0,7,16022,Jupyter Notebook,,2025-07-09,2025-07-14,False,False,False,,,Online Game Store,ok,2026-08-14,,,,,,,,,,,
ExcellentDarkTea/Synthetic_data,ExcellentDarkTea,User,ct|ev|gc|md|st,0,0,1,7,1,ExcellentDarkTea,0,,,0,0,3918,Jupyter Notebook,,2024-09-19,2026-07-19,False,False,False,,,Synthetic data for tabular data,ok,2026-08-14,,,,,,,,,,,
FAbdullah17/syntharc,FAbdullah17,User,ct|ev|gc|md|par|sq|st,0,0,1,45,1,FAbdullah17,0,syntharc,,0,12,698,Python,MIT,2025-05-20,2026-05-09,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
FJ-cloud/FintechSeminar-Synthetic-Dataset,FJ-cloud,User,req,0,0,0,17,3,FJ-cloud|FJ-cloud|superman32432432,0,,,0,0,15459,Python,,2025-06-03,2025-06-20,False,False,False,,,"Synthetic credit-scoring sandbox that builds six synthetic datasets (rule-based, copula, CTGAN) for scorable and unscorable borrowers and benchmarks logistic-regression versus random-forest models. Codebase includes fidelity checks and figure scripts, reproducing all results with one command.",ok,2026-08-14,,,,,,,,,,,
FRYEL/Bierprojekt,FRYEL,User,ct|ev|md|req|st,0,0,1,57,3,FRYEL|wi22077|AbdulazizAl-Surabi,0,,,0,0,27255,Jupyter Notebook,MIT,2025-05-13,2025-07-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
FRfans/Test,FRfans,User,ct|md|st,0,0,0,19,1,FRfans,0,,,0,0,2215,Jupyter Notebook,,2025-07-16,2025-07-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Fabinatix97/synthetic-data,Fabinatix97,User,ct|ev|st,0,0,0,4,1,Fabinatix97,0,,,0,0,8728,HTML,,2025-06-19,2025-06-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
FabioLiberti/BLEKFL2,FabioLiberti,User,req,0,0,0,25,1,FabioLiberti,0,,,0,0,67013,Python,,2025-07-21,2026-03-10,False,False,False,,federated-learning|flask|flower|heterogeneous|pytorch|research-platform,"This framework is the result of a collaboration between the Blekinge Institute of Technology, BTH (Karlskrona, Sweden) and the University of the Italian Chambers of Commerce, Universitas Mercatorum (Rome, Italy).",ok,2026-08-14,,,,,,,,,,,
Failara/MLwSD-Course,Failara,User,ct|ev|gc|md|st,0,0,0,10,1,Failara,0,,,0,0,3353,Jupyter Notebook,,2026-03-13,2026-05-10,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
FaizKhalifah/Tugas-mlops,FaizKhalifah,User,gc|md,0,0,0,159,6,FaizKhalifah|RaihanFadhilB|davindalana|NandoAtha|Muhammad Alfaiz Khalifah Alamsyah,0,,,0,60,738,HTML,,2025-07-03,2025-07-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Faj3ricio/neulix_datahub,Faj3ricio,User,ct|md|st,0,0,0,5,1,Faj3ricio,0,aav-datastream,,0,1,207,Python,,2025-06-16,2025-10-01,False,False,False,,,"Is a modular data collection and visualization platform built to run on a Raspberry Pi.   It orchestrates web scrapers (spiders) through Airflow, stores cleaned data in Postgres, and provides real-time dashboards using Streamlit  all within Docker.",ok,2026-08-14,,,,,,,,,,,
FarazKIqbal/FraudGuard,FarazKIqbal,User,ev|gc|md|st,0,1,1,2,1,FarazKIqbal,0,,,0,0,75842,Python,,2025-04-03,2025-04-03,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
FerdinandoR/simulacra,FerdinandoR,User,ct|ev|gc|md|st,0,0,1,34,2,FerdinandoR|Ferdinando Randisi,0,simulacra,,7,1,86136,HTML,NOASSERTION,2025-05-14,2025-10-31,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Filthy-Roy/False-data-Injection-Attack,Filthy-Roy,User,ct|ev|md|st,0,0,0,3,1,Filthy-Roy,0,,,0,0,14382,Jupyter Notebook,,2026-02-18,2026-02-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Firmnm/Tugas-1-MLOps,Firmnm,User,ct|md|st,0,0,0,194,5,Firmnm|FRfans|shofydidntsleep|luckedenn|MLOps Automation,0,,,0,20,24615,Jupyter Notebook,,2025-07-03,2025-07-23,False,False,False,,,Untuk memenuhi kewajiban tugas 1,ok,2026-08-14,,,,,,,,,,,
Fosii/cmr-lvef-estimation,Fosii,User,req,0,0,1,36,1,Fosii,0,,,0,0,786664,Jupyter Notebook,,2024-03-13,2025-03-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Frederico-lp/PrivateCTGAN-Research,Frederico-lp,User,ct,0,0,1,30,1,Frederico-lp,0,,,0,0,2928,Jupyter Notebook,,2023-02-10,2023-07-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Friedmann-Equation/GpsTracking,Friedmann-Equation,Organization,req,0,0,1,13,1,angiebow,0,,,0,0,69232,Python,,2023-11-14,2024-10-06,False,False,False,https://neu-track.vercel.app,,,ok,2026-08-14,,,,,,,,,,,
GCapr/Programming_for_economics_research_M1,GCapr,User,gc,0,0,0,147,2,GCapr|MedBi,0,,,0,0,11475,HTML,,2026-01-14,2026-04-13,False,False,False,,,A modular course on programming tools to jumpstart your economics research,ok,2026-08-14,,,,,,,,,,,
GP-Quinten/fake_data_gen,GP-Quinten,User,ev,0,0,1,3,1,GP-Quinten,0,,,0,0,195,Python,,2024-07-17,2024-07-17,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GSoli96/Caliber,GSoli96,User,ct|gc|hma|md|mt|st,0,0,0,17,1,GSoli96,0,,,0,0,8754,Python,,2025-11-26,2026-03-12,False,False,False,,,Demo_EDBT,ok,2026-08-14,,,,,,,,,,,
GaabrielDiasL/ENG_ML,GaabrielDiasL,User,req,0,0,1,5,1,GaabrielDiasL,0,,,0,0,3907,Jupyter Notebook,,2024-04-15,2024-04-30,False,False,False,,,MLOps Kobe Bryant Shot Selection,ok,2026-08-14,,,,,,,,,,,
GabrielCarvalhoLEIC/AIS-Individual-Project,GabrielCarvalhoLEIC,User,ct|ev|gc|md|st,0,0,0,9,1,GabrielCarvalhoLEIC,0,,,0,0,4294,Python,,2025-12-13,2026-01-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Gana7151/synthetic_dataset_generator,Gana7151,User,gc|st,0,0,0,10,1,Gana7151,0,,,0,0,44149,Python,,2026-04-03,2026-04-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Gaurav-Verma07/Arbitrum,Gaurav-Verma07,User,ev,0,0,1,33,3,Gaurav-Verma07|gaurav-verma01|ARNO-0,0,,,0,3,632,Jupyter Notebook,,2023-08-25,2023-09-22,False,False,False,https://arbitrum-six.vercel.app,,,ok,2026-08-14,,,,,,,,,,,
Gaurav-Verma07/synd_tool,Gaurav-Verma07,User,md,0,0,1,5,1,cosmostx7,0,,,0,7,34034,TypeScript,,2023-09-27,2024-08-30,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GennadiiFilatov/Data-Centric-AI-Interval-Estimation-via-Calibrated-Synthetic-Validation,GennadiiFilatov,User,ct,0,0,0,4,1,GennadiiFilatov,0,,,0,0,21439,Jupyter Notebook,,2025-12-25,2026-01-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ghaith-Shammout/A_Comprehensive_Evaluation_Framework_for_Synthetic_Time_Series_Data,Ghaith-Shammout,User,md|par|sq,0,0,1,88,1,Ghaith-Shammout,0,,,0,0,2535947,Jupyter Notebook,,2024-11-10,2025-04-28,False,False,False,,evaluation|evaluation-metrics|synthetic-data|synthetic-time-series|synthetic-timeseries|time-series-analysis,,ok,2026-08-14,,,,,,,,,,,
Ghavvvo/prediccion-calidad-polisacarido-c,Ghavvvo,User,ev|gc|md|st,0,0,0,2,1,Ghavvvo,0,,,0,0,23,Python,,2026-06-21,2026-06-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GillianGrayson/txai_omics_3,GillianGrayson,User,ct|ev|gc|md|req|st,0,1,1,14,1,GillianGrayson,0,,,0,10,46509,Python,,2023-10-16,2024-08-01,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GithinKumar/Scenario_Based_Sales_Forecasting_with_Synthetic_Evaluations,GithinKumar,User,ct|md|st,0,0,0,6,1,GithinKumar,0,,,0,0,1279,Jupyter Notebook,,2025-06-12,2025-08-04,False,False,False,,,ML models for synthetic data generation and EGA scenario-based analysis,ok,2026-08-14,,,,,,,,,,,
Gratituresolutions/synthetic_data-Agentic_Ai,Gratituresolutions,User,ct|gc|md|st,0,0,0,13,2,YashRaythatha|Gratituresolutions,0,,,0,0,544,Python,MIT,2026-01-18,2026-01-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GyoniA/AnomalyDetection,GyoniA,User,ct|md|st,0,0,2,91,1,GyoniA,0,,,0,0,4103,Python,,2024-09-05,2024-12-02,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
H2605/Streamlit_Packaging_Lab,H2605,User,ct|ev|md|st,0,0,1,8,1,H2605,0,,,0,0,3269,Jupyter Notebook,,2023-06-26,2023-12-19,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HXD3D-0121/maverick_sort,HXD3D-0121,User,gc|md|st,0,0,0,62,6,web-flow|HXD3D-0121|Patent User|JamieAnnSeckinger|claude,0,,,0,0,17948,Jupyter Notebook,,2026-06-04,2026-06-11,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hafeez-UPM/SAABs,Hafeez-UPM,User,sm,0,0,1,2,1,Hafeez-UPM,0,,,0,0,50732,HTML,,2023-11-29,2023-11-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HaizeaRL/SYNTHETIC_DATA_EVALUATOR,HaizeaRL,User,ct|ev|gc|md|req|st,0,0,1,55,3,hrumayor|hrumayor@ideko.es|HaizeaRL,0,,,0,0,79728,Jupyter Notebook,,2024-09-06,2024-10-30,False,False,False,,,A Dockerized project for generating and evaluating synthetic data with a focus on privacy preservation. It compares synthetic data quality using methods from Mostly.AI and the Synthetic Data Vault.,ok,2026-08-14,,,,,,,,,,,
Hajar2605/Stage-M1,Hajar2605,User,ct|md|rdt|st,0,0,0,6,1,Hajar2605,0,,,0,0,737,Jupyter Notebook,,2025-06-26,2025-06-30,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HammadMusaddiq/Python_ML,HammadMusaddiq,User,ct,0,0,1,23,1,HammadMusaddiq,0,,,0,8,251634,Jupyter Notebook,,2024-01-02,2024-10-23,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hannay001/vitals-lite-aging,Hannay001,User,gc|md|st,0,0,0,3,1,Hannay001,2,,,0,0,334,Jupyter Notebook,MIT,2025-09-22,2025-09-22,False,False,False,,,"Fully synthetic vitals (2.5k rows) + 10-min Colab demo. Generated with SDV (GaussianCopula + constraints), evaluated via SDMetrics. MIT (code) / CC-BY-4.0 (data).",ok,2026-08-14,,,,,,,,,,,
HarisNaveed17/GANs-for-Time-series-Network-Data,HarisNaveed17,User,par|sq,0,0,0,10,1,HarisNaveed17,0,,,0,0,10570,Python,,2025-05-26,2025-05-27,False,False,False,https://ieeexplore.ieee.org/document/9781420,,"Codebase for the paper ""Assessing Deep Generative Models on Time - Series Network Data"", published in IEEE Access, Volume 10.",ok,2026-08-14,,,,,,,,,,,
Harshad165/ScrapeBot,Harshad165,User,req,0,0,1,4,1,Harshad165,0,,,0,0,6519,Python,,2024-03-01,2024-03-02,False,False,False,,,"Converse with websites, powered by advanced AI for accuracy and understanding.",ok,2026-08-14,,,,,,,,,,,
Haseeb1511/ITSOLERA-AI-Winter-Internship,Haseeb1511,User,ev|md|req|st,0,0,0,13,1,Haseeb1511,0,,,0,0,12555,Jupyter Notebook,,2026-01-12,2026-03-27,False,False,False,,,This repository contian project of ITSOLERA 3 Months Internship.,ok,2026-08-14,,,,,,,,,,,
HasinthakaPiyumal/AI-Pattern-Mining-Project,HasinthakaPiyumal,User,ct|gc,0,0,0,82,1,HasinthakaPiyumal,0,ai-patterns-mining,,0,0,352661,Python,,2025-10-29,2026-02-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HasinthakaPiyumal/Pattern-Extraction---From-Repos---AST-Practice,HasinthakaPiyumal,User,ct|gc,0,0,0,20,1,HasinthakaPiyumal,0,,,0,0,248340,Python,,2025-10-15,2026-02-20,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HasinthakaPiyumal/ai-pattern-mining-outline,HasinthakaPiyumal,User,ct|gc,0,0,0,5,1,HasinthakaPiyumal,0,,,0,0,9532,Python,,2026-01-20,2026-01-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HasinthakaPiyumal/ai-project-communities,HasinthakaPiyumal,User,ct|gc,0,0,0,1,1,HasinthakaPiyumal,0,,,0,0,7469,Python,MIT,2026-01-19,2026-01-19,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HazelGriffith/GANs-for-Balancing-Datasets,HazelGriffith,User,ct|ev|md|st,0,0,2,57,2,puxinshi|HazelGriffith,0,,,0,0,259850,Jupyter Notebook,,2024-10-03,2024-12-06,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hiranawaz1234/sdg-app,Hiranawaz1234,User,ct|ev|md|rdt|req|st,0,0,0,1,1,Hiranawaz1234,0,,,0,0,256,Python,,2025-06-13,2025-06-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hiranawaz1234/stream4,Hiranawaz1234,User,ct|md|rdt|st,0,0,0,1,1,Hiranawaz1234,0,,,0,0,21,Python,,2025-06-12,2025-06-12,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hiranawaz1234/stream5,Hiranawaz1234,User,ct|md|rdt|req|st,0,0,0,1,1,Hiranawaz1234,0,,,0,0,21,Python,,2025-06-12,2025-06-12,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hiranawaz1234/stream6,Hiranawaz1234,User,ct|md|rdt|st,0,0,0,1,1,Hiranawaz1234,0,,,0,0,21,Python,,2025-06-12,2025-06-12,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hiranawaz1234/stream7,Hiranawaz1234,User,ct|md|rdt|req|st,0,0,0,1,1,Hiranawaz1234,0,,,0,0,21,Python,,2025-06-12,2025-06-12,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Holuwashina/asset.management.backend,Holuwashina,User,gc|md|st,0,0,1,16,1,Holuwashina,0,,,0,0,317,Python,,2024-10-02,2024-11-03,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HowardHNguyen/topkpi,HowardHNguyen,User,ct,0,0,0,52,1,HowardHNguyen,0,,,0,0,5430,Jupyter Notebook,,2025-11-02,2026-06-01,False,False,False,,,Advanced Marketing KPIs for Executives,ok,2026-08-14,,,,,,,,,,,
HugoAHerrera/RandomForestMultiagente,HugoAHerrera,User,ct|md|st,0,0,1,51,1,HugoAHerrera,0,,,0,0,49471,Java,Apache-2.0,2025-02-18,2025-07-02,False,False,False,,,TFG - Hugo Andrés Herrera - Distribución del Algoritmo Random Forest mediante un Sistema Multiagente,ok,2026-08-14,,,,,,,,,,,
HugoMiguelSilva/Ai2,HugoMiguelSilva,User,ct|gc|md|st,0,0,0,9,2,Hugotelho|JpMars05,0,,,0,0,40692,Python,,2026-05-13,2026-05-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Huzefaaa2/mb,Huzefaaa2,User,req,0,1,0,35,3,Huzefaaa2|Huzefa|Huzefaaa2,0,,,0,0,560,Python,MPL-2.0,2026-01-28,2026-01-29,False,False,False,https://github.com/Huzefaaa2/mb/wiki,employment|onboarding|registration|youth-empowerment,Magic Bus Compass 360 - Youth Development Platform,ok,2026-08-14,,,,,,,,,,,
Hwisu-99/MedSynth-Guideline,Hwisu-99,User,ct|md|st,0,0,0,31,1,Hwisu-99,0,,,0,0,275,Python,,2026-04-14,2026-05-18,False,False,False,,,Deriving Quantitative Safety and Utility Guidelines for the Anonymity Determination of Synthetic Medical Data,ok,2026-08-14,,,,,,,,,,,
Hyperionlabs-AI/synthethic-data-gen,Hyperionlabs-AI,User,ct|hma|md|req|st,0,0,0,5,1,RDJ2000,0,synth-data-gen,,0,0,151,Python,,2026-06-17,2026-06-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ILTRENTA/CTGAIN,ILTRENTA,User,rdt,0,1,1,39,1,ILTRENTA,0,,,1,0,2668,Python,NOASSERTION,2023-02-18,2023-03-10,False,False,False,,,Repository for my work on missing value imputation using a CTGAN with hint mechanism,ok,2026-08-14,,,,,,,,,,,
INFO523-Fall25-101-201/final-project-peng-chen-solo,INFO523-Fall25-101-201,Organization,ev,0,0,0,20,2,chenp-uoa|github-classroom[bot],0,,,0,1,26542,Jupyter Notebook,,2025-11-10,2025-12-15,False,False,False,,,info523-fall25-101-201-final-project-final-project created by GitHub Classroom,ok,2026-08-14,,,,,,,,,,,
ITMO-NSS-team/latent-tabular-lens,ITMO-NSS-team,Organization,rdt,0,1,0,1,1,Anaxagor,0,,,0,0,1801,Jupyter Notebook,,2025-10-27,2025-10-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ITU-AI-ML-in-5G-Challenge/ML5G-PS-009-Synthetic-Observability-Data-Generation-using-GANs,ITU-AI-ML-in-5G-Challenge,Organization,ct|rdt,0,0,1,7,2,zxfpro|wangester,0,,,0,0,11985,Jupyter Notebook,,2022-12-01,2022-12-01,False,False,False,,,Synthetic Observability Data Generation using GANs,ok,2026-08-14,,,,,,,,,,,
IbrahimL9/Generative-AI-for-Dataset-Anonymization,IbrahimL9,User,ct|md|st,0,2,1,128,3,ABOUAKIL Ibrahim|IbrahimL9|Besseghir-Ghiles,0,,,0,50,94739,Python,,2025-01-29,2025-09-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ibrahimalhurani/Dataset_and_Code,Ibrahimalhurani,User,ct|md|st,0,0,1,4,1,Ibrahimalhurani,0,,,0,0,579,Jupyter Notebook,,2025-01-04,2026-02-15,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IgnacioCadarso/Medical-Synthetic-Data,IgnacioCadarso,User,rdt,0,0,2,151,1,IgnacioCadarso,0,,,0,0,294283,Jupyter Notebook,,2025-03-21,2025-07-08,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IgorSadoune/bidnet,IgorSadoune,User,rdt,0,0,1,45,2,IgorSadoune|Igor Cescu,0,,,0,0,201,Python,MIT,2024-01-29,2024-02-13,False,False,False,https://link.springer.com/article/10.1007/s10614-024-10622-4,gans-models|generative-ai|multilevel-data,Repo to replicate the study: Implementing a Hierarchical Deep Learning Approach for Simulating multilevel Auction Data,ok,2026-08-14,,,,,,,,,,,
IlyaTakhtay/edu_hse_PythonForDE,IlyaTakhtay,User,gc|md|st,0,0,1,22,1,IlyaTakhtay,0,,,0,0,4937,Jupyter Notebook,,2024-09-19,2025-01-11,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Ilyes2000/knowledge-mining-nutrition,Ilyes2000,User,req,0,0,1,16,1,Ilyes2000,0,,,0,1,32708,Jupyter Notebook,Apache-2.0,2025-05-21,2025-05-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ImVishesh/ML-Models-Implementation,ImVishesh,User,md,0,0,1,5,1,ImVishesh,0,,,0,0,222,Jupyter Notebook,,2023-10-04,2023-10-04,False,False,False,,,"Welcome to my GitHub repository! Here, I've implemented Stochastic and Batch Gradient Descent Algorithms, L1 & L2 Regularization, Logistic Regression, and Least Square Classification from scratch in Python, all applied to a diabetes patient dataset.",ok,2026-08-14,,,,,,,,,,,
Inars/Obsolescence-Forecasting-and-Data-Augmentation-Using-Deep-Generative-Models,Inars,User,ct|md|st,0,0,1,3,1,Inars,0,,,0,0,11882,Python,MIT,2024-11-06,2024-11-06,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
InfintyLab/CausalTGAN,InfintyLab,Organization,rdt,0,1,0,51,2,CYP0630|BiggyBing,0,,,0,0,3384,Python,,2023-02-08,2023-02-08,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IraitzTB/DSPT2025-ML,IraitzTB,User,ct|ev|gc|md|st,0,1,0,34,2,IraitzTB|IraitzM,0,dspt2025-ml,,0,0,75170,Jupyter Notebook,,2025-06-02,2025-07-26,False,False,False,,,Repositorio con el contenido de ML,ok,2026-08-14,,,,,,,,,,,
Isaac1606/podman_example,Isaac1606,User,req,0,0,0,5,1,Isaac1606,0,,,0,0,8,Dockerfile,MIT,2025-09-24,2025-09-24,False,False,False,,,podman container example,ok,2026-08-14,,,,,,,,,,,
IssacL891/CSCI-620-Group-Project,IssacL891,User,gc|md|st,0,2,0,23,2,IssacL891|takeru-rit,0,,,0,1,9746,Jupyter Notebook,,2025-06-12,2025-08-01,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IsuruVithanage/PULZE-backend,IsuruVithanage,User,req,0,0,1,41,1,IsuruVithanage,0,,,0,0,63463,Python,,2025-03-16,2026-04-30,False,False,False,,,Backe end for the PULZE,ok,2026-08-14,,,,,,,,,,,
J-Caesar6/Big-Data-Project,J-Caesar6,User,ct|ev|gc|md|st,0,0,1,9,3,J-Caesar6|nrattan|spm1712,0,,,0,0,13273,Jupyter Notebook,,2025-03-17,2025-05-10,False,False,False,,,COMP 3610 Big Data Project - Predictive Power Generation,ok,2026-08-14,,,,,,,,,,,
JLuisAlmendarez/fastapi-helloworld-oto-o2024,JLuisAlmendarez,User,req,0,0,1,3,1,JLuisAlmendarez,0,,,0,0,21,PowerShell,,2024-08-28,2024-08-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
JPmarqs/seminario,JPmarqs,User,ct|md|st,0,0,0,4,1,JPmarqs,0,,,0,0,35,Python,,2026-04-21,2026-04-25,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
JadSbai/DECoD,JadSbai,User,ct|ev|md|req,0,0,1,25,3,Jad Sbai|JadSbai|Jad Sbai,0,,,0,0,4696,Python,,2023-12-05,2024-06-03,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
JailonWilliam/offshore-platform-decommissioning,JailonWilliam,User,md,0,0,1,29,2,JailonWilliam|CarlosAraujo7,0,,,0,0,37573,Jupyter Notebook,,2024-04-07,2024-07-29,False,False,False,,,Repository focused on Machine learning technique applied to the decommissioning of fixed offshore oil and gas platforms.,ok,2026-08-14,,,,,,,,,,,
JainiPriya/Occupation-based-CVD-prediction,JainiPriya,User,ct|md|st,0,0,1,4,1,JainiPriya,0,,,0,0,44746,Jupyter Notebook,,2024-01-02,2024-01-02,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
